Quantify Compound Summary Report 

Printed Mon Jul 24 17:06:51 2023

Compound 1:  Ala

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
77	77	20230717AY_Sample2-65	Analyte		2.29	29085752.000	5302847.500	24.682	MM	21.8	
78	78	20230717AY_Sample2-66	Analyte		2.34	27715622.000	5093204.000	24.488	MM	21.7	
79	79	20230717AY_Sample2-67	Analyte		2.32	14528630.000	5876864.000	11.125	MM	9.8	
80	80	20230717AY_Sample2-68	Analyte		2.33	9422189.000	6148200.500	6.896	MM	6.1	
81	81	20230717AY_Sample2-69	Analyte		2.30	11000277.000	6324034.500	7.827	MM	6.9	
82	82	20230717AY_Sample2-70	Analyte		2.35	9465735.000	6046882.500	7.044	MM	6.2	
83	83	20230717AY_Sample2-71	Analyte		2.32	11352101.000	6095917.000	8.380	MM	7.4	
84	84	20230717AY_Sample2-72	Analyte		2.35	15316704.000	5762789.500	11.960	MM	10.6	
85	85	20230717AY_Water10	Analyte		2.68	2499.835	7854563.500	0.001	bbI		
86	86	20230717AY_Std4-1	Standard	0.000			7584924.500				
87	87	20230717AY_Std4-2	Standard	0.100	2.34	237937.516	7736963.500	0.138	MM	0.1	-2.1
88	88	20230717AY_Std4-3	Standard	0.500	2.34	1049938.000	7769701.500	0.608	MM	0.5	2.8
89	89	20230717AY_Std4-4	Standard	1.000	2.33	2095753.375	7813943.000	1.207	MM	1.0	4.5
90	90	20230717AY_Std4-5	Standard	5.000	2.37	8579411.000	6413484.500	6.020	MM	5.3	6.2
91	91	20230717AY_Std4-6	Standard	10.000	2.34	15726021.000	5960546.000	11.873	MM	10.5	4.9
92	92	20230717AY_Std4-7	Standard	50.000	2.35	52310264.000	4210833.000	55.903	MM	49.5	-1.0
93	93	20230717AY_Std4-8	Standard	100.000			3768027.250		MM-I		

Compound 32:  Val-D8

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		4.500	2.34	7506402.000		7506402.000	bb	5.4	19.0
2	2	20230717AY_Std3-1	Standard	4.500	2.36	7303443.000		7303443.000	bb	5.2	15.8
3	3	20230717AY_Std3-2	Standard	4.500	2.34	7665899.500		7665899.500	bb	5.5	21.6
4	4	20230717AY_Std3-3	Standard	4.500	2.33	7307298.500		7307298.500	bb	5.2	15.9
5	5	20230717AY_Std3-4	Standard	4.500	2.32	7443052.000		7443052.000	bb	5.3	18.0
6	6	20230717AY_Std3-5	Standard	4.500	2.37	6203951.000		6203951.000	bb	4.4	-1.6
7	7	20230717AY_Std3-6	Standard	4.500	2.34	5786152.000		5786152.000	bb	4.1	-8.2
8	8	20230717AY_Std3-7	Standard	4.500	2.31	4232046.500		4232046.500	bb	3.0	-32.9
9	9	20230717AY_Std3-8	Standard	4.500	2.27	3686749.750		3686749.750	bb	2.6	-41.5
10	10	20230717AY_Water6	Analyte	4.500	2.34	7780855.500		7780855.500	bb	5.6	23.4
11	11	20230717AY_Sample2-1	Analyte	4.500	2.31	7257091.500		7257091.500	bb	5.2	15.1
12	12	20230717AY_Sample2-2	Analyte	4.500	2.34	6818058.500		6818058.500	bb	4.9	8.1
13	13	20230717AY_Sample2-3	Analyte	4.500	2.32	6929458.000		6929458.000	bb	4.9	9.9
14	14	20230717AY_Sample2-4	Analyte	4.500	2.37	7438173.500		7438173.500	bb	5.3	18.0
15	15	20230717AY_Sample2-5	Analyte	4.500	2.34	7725416.500		7725416.500	bb	5.5	22.5
16	16	20230717AY_Sample2-6	Analyte	4.500	2.36	7477424.000		7477424.000	bb	5.3	18.6
17	17	20230717AY_Sample2-7	Analyte	4.500	2.32	7345689.500		7345689.500	bb	5.2	16.5
18	18	20230717AY_Sample2-8	Analyte	4.500	2.32	7382955.000		7382955.000	bb	5.3	17.1
19	19	20230717AY_Sample2-9	Analyte	4.500	2.34	6967986.000		6967986.000	bb	5.0	10.5
20	20	20230717AY_Sample2-10	Analyte	4.500	2.33	7781516.000		7781516.000	bb	5.6	23.4
21	21	20230717AY_Sample2-11	Analyte	4.500	2.35	7460573.500		7460573.500	bb	5.3	18.3
22	22	20230717AY_Sample2-12	Analyte	4.500	2.33	7899232.000		7899232.000	bb	5.6	25.3
23	23	20230717AY_Sample2-13	Analyte	4.500	2.34	7090269.500		7090269.500	bb	5.1	12.4
24	24	20230717AY_Sample2-14	Analyte	4.500	2.31	7251239.000		7251239.000	bb	5.2	15.0
25	25	20230717AY_Sample2-15	Analyte	4.500	2.33	6984348.000		6984348.000	bb	5.0	10.8
26	26	20230717AY_Sample2-16	Analyte	4.500	2.33	7537697.000		7537697.000	bb	5.4	19.5
27	27	20230717AY_Sample2-17	Analyte	4.500	2.36	7362559.000		7362559.000	bb	5.3	16.8
28	28	20230717AY_Sample2-18	Analyte	4.500	2.32	7765035.000		7765035.000	bb	5.5	23.1
29	29	20230717AY_Sample2-19	Analyte	4.500	2.33	7190272.000		7190272.000	bb	5.1	14.0
30	30	20230717AY_Sample2-20	Analyte	4.500	2.31	7234524.500		7234524.500	bb	5.2	14.7
31	31	20230717AY_Sample2-21	Analyte	4.500	2.30	7273523.000		7273523.000	bb	5.2	15.4
32	32	20230717AY_Sample2-22	Analyte	4.500	2.35	7239501.500		7239501.500	bb	5.2	14.8
33	33	20230717AY_Sample2-23	Analyte	4.500	2.35	7386742.000		7386742.000	bb	5.3	17.1
34	34	20230717AY_Sample2-24	Analyte	4.500	2.33	7681727.000		7681727.000	bb	5.5	21.8
35	35	20230717AY_Water7	Analyte	4.500	2.33	7706802.500		7706802.500	bb	5.5	22.2
36	36	20230717AY_Sample2-25	Analyte	4.500	2.33	6814025.000		6814025.000	bb	4.9	8.1
37	37	20230717AY_Sample2-26	Analyte	4.500	2.32	7241739.000		7241739.000	bb	5.2	14.8
38	38	20230717AY_Sample2-27	Analyte	4.500	2.32	6607890.000		6607890.000	bb	4.7	4.8
39	39	20230717AY_Sample2-28	Analyte	4.500	2.31	6818731.000		6818731.000	bb	4.9	8.1
40	40	20230717AY_Sample2-29	Analyte	4.500	2.34	6801623.000		6801623.000	bb	4.9	7.9
41	41	20230717AY_Sample2-30	Analyte	4.500	2.31	6926687.000		6926687.000	bb	4.9	9.9
42	42	20230717AY_Sample2-31	Analyte	4.500	2.31	6807631.500		6807631.500	bb	4.9	8.0
43	43	20230717AY_Sample2-32	Analyte	4.500	2.28	7000692.500		7000692.500	bb	5.0	11.0
44	44	20230717AY_Sample2-33	Analyte	4.500	2.33	6676110.000		6676110.000	bb	4.8	5.9
45	45	20230717AY_Sample2-34	Analyte	4.500	2.32	6865403.500		6865403.500	bb	4.9	8.9
46	46	20230717AY_Sample2-35	Analyte	4.500	2.32	6799122.500		6799122.500	bb	4.9	7.8
47	47	20230717AY_Sample2-36	Analyte	4.500	2.29	7162730.500		7162730.500	bb	5.1	13.6
48	48	20230717AY_Sample2-37	Analyte	4.500	2.33	6772475.000		6772475.000	bb	4.8	7.4
49	49	20230717AY_Sample2-38	Analyte	4.500	2.31	6855089.000		6855089.000	bb	4.9	8.7
50	50	20230717AY_Sample2-39	Analyte	4.500	2.34	6648145.000		6648145.000	bb	4.7	5.4
51	51	20230717AY_Sample2-40	Analyte	4.500	2.31	6881460.000		6881460.000	bb	4.9	9.1
52	52	20230717AY_Sample2-41	Analyte	4.500	2.31	6860829.500		6860829.500	bb	4.9	8.8
53	53	20230717AY_Sample2-42	Analyte	4.500	2.29	6941499.500		6941499.500	bb	5.0	10.1
54	54	20230717AY_Sample2-43	Analyte	4.500	2.32	6659666.500		6659666.500	bb	4.8	5.6
55	55	20230717AY_Sample2-44	Analyte	4.500	2.30	6870301.000		6870301.000	bb	4.9	9.0
56	56	20230717AY_Sample2-45	Analyte	4.500	2.33	6593338.500		6593338.500	bb	4.7	4.6
57	57	20230717AY_Sample2-46	Analyte	4.500	2.32	6826397.500		6826397.500	bb	4.9	8.3
58	58	20230717AY_Sample2-47	Analyte	4.500	2.32	6766217.000		6766217.000	bb	4.8	7.3
59	59	20230717AY_Sample2-48	Analyte	4.500	2.33	6683320.000		6683320.000	bb	4.8	6.0
60	60	20230717AY_Water8	Analyte	4.500	2.35	7282058.500		7282058.500	bb	5.2	15.5
61	61	20230717AY_Sample2-49	Analyte	4.500	2.36	5666590.500		5666590.500	bb	4.0	-10.1
62	62	20230717AY_Sample2-50	Analyte	4.500	2.33	5452846.500		5452846.500	bb	3.9	-13.5
63	63	20230717AY_Sample2-51	Analyte	4.500	2.36	5813619.500		5813619.500	bb	4.1	-7.8
64	64	20230717AY_Sample2-52	Analyte	4.500	2.35	5817939.500		5817939.500	bb	4.2	-7.7
65	65	20230717AY_Sample2-53	Analyte	4.500	2.37	5941377.000		5941377.000	bb	4.2	-5.8
66	66	20230717AY_Sample2-54	Analyte	4.500	2.33	5803624.000		5803624.000	bb	4.1	-8.0
67	67	20230717AY_Sample2-55	Analyte	4.500	2.33	6073512.500		6073512.500	bb	4.3	-3.7
68	68	20230717AY_Sample2-56	Analyte	4.500	2.35	5619311.000		5619311.000	bb	4.0	-10.9
69	69	20230717AY_Sample2-57	Analyte	4.500	2.33	5879031.500		5879031.500	bb	4.2	-6.8
70	70	20230717AY_Sample2-58	Analyte	4.500	2.36	5817052.000		5817052.000	bb	4.2	-7.7
71	71	20230717AY_Sample2-59	Analyte	4.500	2.33	5849176.500		5849176.500	bb	4.2	-7.2
72	72	20230717AY_Sample2-60	Analyte	4.500	2.33	5603520.000		5603520.000	bb	4.0	-11.1
73	73	20230717AY_Sample2-61	Analyte	4.500	2.29	5422907.500		5422907.500	bb	3.9	-14.0
74	74	20230717AY_Sample2-62	Analyte	4.500	2.35	5137554.500		5137554.500	bb	3.7	-18.5
75	75	20230717AY_Sample2-63	Analyte	4.500	2.32	5378173.000		5378173.000	bb	3.8	-14.7
76	76	20230717AY_Sample2-64	Analyte	4.500	2.32	5368197.000		5368197.000	bb	3.8	-14.9
77	77	20230717AY_Sample2-65	Analyte	4.500	2.30	5302847.500		5302847.500	bb	3.8	-15.9
78	78	20230717AY_Sample2-66	Analyte	4.500	2.34	5093204.000		5093204.000	bb	3.6	-19.2
79	79	20230717AY_Sample2-67	Analyte	4.500	2.32	5876864.000		5876864.000	bb	4.2	-6.8
80	80	20230717AY_Sample2-68	Analyte	4.500	2.34	6148200.500		6148200.500	bb	4.4	-2.5
81	81	20230717AY_Sample2-69	Analyte	4.500	2.31	6324034.500		6324034.500	bb	4.5	0.3
82	82	20230717AY_Sample2-70	Analyte	4.500	2.35	6046882.500		6046882.500	bb	4.3	-4.1
83	83	20230717AY_Sample2-71	Analyte	4.500	2.33	6095917.000		6095917.000	bb	4.4	-3.3
84	84	20230717AY_Sample2-72	Analyte	4.500	2.34	5762789.500		5762789.500	bb	4.1	-8.6
85	85	20230717AY_Water10	Analyte	4.500	2.35	7854563.500		7854563.500	bb	5.6	24.6
86	86	20230717AY_Std4-1	Standard	4.500	2.37	7584924.500		7584924.500	bb	5.4	20.3
87	87	20230717AY_Std4-2	Standard	4.500	2.35	7736963.500		7736963.500	bb	5.5	22.7
88	88	20230717AY_Std4-3	Standard	4.500	2.35	7769701.500		7769701.500	bb	5.5	23.2
89	89	20230717AY_Std4-4	Standard	4.500	2.32	7813943.000		7813943.000	bb	5.6	23.9
90	90	20230717AY_Std4-5	Standard	4.500	2.37	6413484.500		6413484.500	bb	4.6	1.7
91	91	20230717AY_Std4-6	Standard	4.500	2.34	5960546.000		5960546.000	bb	4.3	-5.5
92	92	20230717AY_Std4-7	Standard	4.500	2.35	4210833.000		4210833.000	bb	3.0	-33.2
93	93	20230717AY_Std4-8	Standard	4.500	2.29	3768027.250		3768027.250	bb	2.7	-40.2

Compound 33:  Cys

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5					1247282.000				
2	2	20230717AY_Std3-1	Standard	0.000			1340443.250		MM-		
3	3	20230717AY_Std3-2	Standard	0.100	0.94	19497.629	1431205.000	0.061	bb	0.1	5.5
4	4	20230717AY_Std3-3	Standard	0.500	0.94	94968.977	1256780.250	0.340	bb	0.6	13.4
5	5	20230717AY_Std3-4	Standard	1.000	0.94	168761.422	1179683.000	0.644	bb	1.1	5.2
6	6	20230717AY_Std3-5	Standard	5.000			866723.375		MM-		
7	7	20230717AY_Std3-6	Standard	10.000			823325.000		MM-		
8	8	20230717AY_Std3-7	Standard	50.000			615976.063		MM-		
9	9	20230717AY_Std3-8	Standard	100.000			440592.313		MM-		
10	10	20230717AY_Water6	Analyte		0.77	506.753	1464729.125	0.002	bd	0.0	
11	11	20230717AY_Sample2-1	Analyte		0.94	8268.184	626946.438	0.059	bb	0.1	
12	12	20230717AY_Sample2-2	Analyte		0.95	7048.666	643971.500	0.049	bb	0.1	
13	13	20230717AY_Sample2-3	Analyte		0.95	8222.843	625872.313	0.059	MM	0.1	
14	14	20230717AY_Sample2-4	Analyte				1449688.875				
15	15	20230717AY_Sample2-5	Analyte		1.09	376.516	1481984.000	0.001	bb	0.0	
16	16	20230717AY_Sample2-6	Analyte				1527123.875				
17	17	20230717AY_Sample2-7	Analyte		0.94	4699.853	780549.375	0.027	MM	0.0	
18	18	20230717AY_Sample2-8	Analyte		0.95	4478.321	774356.438	0.026	MM	0.0	
19	19	20230717AY_Sample2-9	Analyte		0.96	4809.823	759719.750	0.028	MM	0.0	
20	20	20230717AY_Sample2-10	Analyte		1.20	97.818	1503708.500	0.000	bb	0.0	
21	21	20230717AY_Sample2-11	Analyte				1387463.625				
22	22	20230717AY_Sample2-12	Analyte		1.12	331.029	1324578.250	0.001	db	0.0	
23	23	20230717AY_Sample2-13	Analyte		0.96	6971.613	794782.313	0.039	MM	0.1	
24	24	20230717AY_Sample2-14	Analyte		0.95	6576.067	793817.250	0.037	MM	0.1	
25	25	20230717AY_Sample2-15	Analyte		0.95	6115.476	766803.750	0.036	MM	0.1	
26	26	20230717AY_Sample2-16	Analyte		1.11	197.103	1334033.625	0.001	db	0.0	
27	27	20230717AY_Sample2-17	Analyte		1.12	618.625	1562418.375	0.002	bb	0.0	
28	28	20230717AY_Sample2-18	Analyte		1.10	306.082	1469537.875	0.001	bb	0.0	
29	29	20230717AY_Sample2-19	Analyte		0.95	5834.529	744006.813	0.035	MM	0.1	
30	30	20230717AY_Sample2-20	Analyte		0.94	5741.680	724365.750	0.036	MM	0.1	
31	31	20230717AY_Sample2-21	Analyte		0.95	5604.060	732371.125	0.034	MM	0.1	
32	32	20230717AY_Sample2-22	Analyte		1.10	426.883	1315559.250	0.001	bd	0.0	
33	33	20230717AY_Sample2-23	Analyte		1.12	312.841	1471219.250	0.001	bb	0.0	
34	34	20230717AY_Sample2-24	Analyte		1.10	432.779	1560456.500	0.001	bd	0.0	
35	35	20230717AY_Water7	Analyte		1.11	229.509	1536995.000	0.001	bd	0.0	
36	36	20230717AY_Sample2-25	Analyte		0.95	12042.989	761275.688	0.071	MM	0.1	
37	37	20230717AY_Sample2-26	Analyte		0.94	9809.693	826502.438	0.053	MM	0.1	
38	38	20230717AY_Sample2-27	Analyte		0.94	11607.186	678316.813	0.077	MM	0.1	
39	39	20230717AY_Sample2-28	Analyte		0.94	11410.729	726968.875	0.071	MM	0.1	
40	40	20230717AY_Sample2-29	Analyte		0.95	11983.680	740402.688	0.073	MM	0.1	
41	41	20230717AY_Sample2-30	Analyte		0.94	9776.021	716980.563	0.061	MM	0.1	
42	42	20230717AY_Sample2-31	Analyte		0.94	11867.330	693040.250	0.077	dd	0.1	
43	43	20230717AY_Sample2-32	Analyte		0.94	10827.336	694616.125	0.070	MM	0.1	
44	44	20230717AY_Sample2-33	Analyte		0.94	10595.952	703490.500	0.068	MM	0.1	
45	45	20230717AY_Sample2-34	Analyte		0.94	10077.224	705106.250	0.064	dd	0.1	
46	46	20230717AY_Sample2-35	Analyte		0.94	9954.198	710720.313	0.063	MM	0.1	
47	47	20230717AY_Sample2-36	Analyte		0.93	9064.336	698645.625	0.058	MM	0.1	
48	48	20230717AY_Sample2-37	Analyte		0.94	10571.540	713030.000	0.067	MM	0.1	
49	49	20230717AY_Sample2-38	Analyte		0.94	10078.063	678596.625	0.067	MM	0.1	
50	50	20230717AY_Sample2-39	Analyte		0.95	10059.341	690928.625	0.066	MM	0.1	
51	51	20230717AY_Sample2-40	Analyte		0.94	11366.188	656089.625	0.078	MM	0.1	
52	52	20230717AY_Sample2-41	Analyte		0.94	10263.102	659585.313	0.070	MM	0.1	
53	53	20230717AY_Sample2-42	Analyte		0.93	9944.271	668076.438	0.067	MM	0.1	
54	54	20230717AY_Sample2-43	Analyte		0.94	16343.198	660419.813	0.111	MM	0.2	
55	55	20230717AY_Sample2-44	Analyte		0.94	16632.605	624745.625	0.120	MM	0.2	
56	56	20230717AY_Sample2-45	Analyte		0.95	14012.422	647838.750	0.097	MM	0.2	
57	57	20230717AY_Sample2-46	Analyte		0.94	10134.281	660894.500	0.069	MM	0.1	
58	58	20230717AY_Sample2-47	Analyte		0.94	12115.311	658150.938	0.083	MM	0.1	
59	59	20230717AY_Sample2-48	Analyte		0.94	12258.991	685824.063	0.080	MM	0.1	
60	60	20230717AY_Water8	Analyte		1.10	416.879	1394086.250	0.001	bb	0.0	
61	61	20230717AY_Sample2-49	Analyte		0.95	15276.572	662118.438	0.104	dd	0.2	
62	62	20230717AY_Sample2-50	Analyte		0.94	21150.977	559591.438	0.170	bd	0.3	
63	63	20230717AY_Sample2-51	Analyte		0.95	14827.932	680657.875	0.098	bd	0.2	
64	64	20230717AY_Sample2-52	Analyte		0.94	13871.512	686866.250	0.091	bd	0.2	
65	65	20230717AY_Sample2-53	Analyte		0.95	13262.164	711722.875	0.084	bb	0.1	
66	66	20230717AY_Sample2-54	Analyte		0.94	15773.303	654608.500	0.108	bd	0.2	
67	67	20230717AY_Sample2-55	Analyte		0.94	13751.409	684454.688	0.090	MM	0.2	
68	68	20230717AY_Sample2-56	Analyte		0.95	17439.109	686993.563	0.114	MM	0.2	
69	69	20230717AY_Sample2-57	Analyte		0.95	15463.729	694000.000	0.100	MM	0.2	
70	70	20230717AY_Sample2-58	Analyte		0.95	15729.212	659007.813	0.107	MM	0.2	
71	71	20230717AY_Sample2-59	Analyte		0.94	16114.034	699880.438	0.104	bd	0.2	
72	72	20230717AY_Sample2-60	Analyte		0.94	18640.752	641612.313	0.131	MM	0.2	
73	73	20230717AY_Sample2-61	Analyte		0.94	46898.578	644498.188	0.327	bb	0.5	
74	74	20230717AY_Sample2-62	Analyte		0.95	49852.496	669645.813	0.335	bb	0.6	
75	75	20230717AY_Sample2-63	Analyte		0.94	46083.500	630952.313	0.329	bb	0.5	
76	76	20230717AY_Sample2-64	Analyte		0.94	49752.344	678975.438	0.330	MM	0.6	
77	77	20230717AY_Sample2-65	Analyte		0.94	53877.449	660700.438	0.367	bb	0.6	
78	78	20230717AY_Sample2-66	Analyte		0.95	53069.492	663519.125	0.360	bb	0.6	
79	79	20230717AY_Sample2-67	Analyte		0.94	20873.854	672096.688	0.140	MM	0.2	
80	80	20230717AY_Sample2-68	Analyte		0.95	14176.825	736360.250	0.087	MM	0.1	
81	81	20230717AY_Sample2-69	Analyte		0.94	17682.916	707946.375	0.112	MM	0.2	
82	82	20230717AY_Sample2-70	Analyte		0.95	14818.821	728704.500	0.092	MM	0.2	
83	83	20230717AY_Sample2-71	Analyte		0.94	19287.250	702076.688	0.124	MM	0.2	
84	84	20230717AY_Sample2-72	Analyte		0.95	23468.166	690042.313	0.153	MM	0.3	
85	85	20230717AY_Water10	Analyte		1.10	356.927	1400309.500	0.001	bd	0.0	
86	86	20230717AY_Std4-1	Standard	0.000			1618650.750		MM-		
87	87	20230717AY_Std4-2	Standard	0.100	0.94	18026.637	1477479.875	0.055	bd	0.1	-5.5
88	88	20230717AY_Std4-3	Standard	0.500	0.94	79420.391	1388129.125	0.257	bb	0.4	-13.5
89	89	20230717AY_Std4-4	Standard	1.000	0.94	161194.141	1255037.500	0.578	bb	0.9	-5.2
90	90	20230717AY_Std4-5	Standard	5.000			925278.438		MM-		
91	91	20230717AY_Std4-6	Standard	10.000			841199.188		MM-		
92	92	20230717AY_Std4-7	Standard	50.000			621205.000		MM-		
93	93	20230717AY_Std4-8	Standard	100.000			430992.594		MM-		

Compound 34:  Pro*

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		4.500	1.10	19843418.000		19843418.000	bd	5.1	14.4
2	2	20230717AY_Std3-1	Standard	4.500	1.12	20229910.000		20229910.000	bd	5.2	16.6
3	3	20230717AY_Std3-2	Standard	4.500	1.10	21702184.000		21702184.000	MM	5.6	25.1
4	4	20230717AY_Std3-3	Standard	4.500	1.10	21200924.000		21200924.000	bb	5.5	22.2
5	5	20230717AY_Std3-4	Standard	4.500	1.09	20010928.000		20010928.000	MM	5.2	15.4
6	6	20230717AY_Std3-5	Standard	4.500	1.12	17442856.000		17442856.000	MM	4.5	0.5
7	7	20230717AY_Std3-6	Standard	4.500	1.10	15555523.000		15555523.000	MM	4.0	-10.3
8	8	20230717AY_Std3-7	Standard	4.500	1.10	10155740.000		10155740.000	MM	2.6	-41.5
9	9	20230717AY_Std3-8	Standard	4.500	1.08	7857331.000		7857331.000	MM	2.0	-54.7
10	10	20230717AY_Water6	Analyte	4.500	1.10	21169568.000		21169568.000	bd	5.5	22.0
11	11	20230717AY_Sample2-1	Analyte	4.500	1.08	16996226.000		16996226.000	bd	4.4	-2.0
12	12	20230717AY_Sample2-2	Analyte	4.500	1.11	17069882.000		17069882.000	MM	4.4	-1.6
13	13	20230717AY_Sample2-3	Analyte	4.500	1.10	16639893.000		16639893.000	MM	4.3	-4.1
14	14	20230717AY_Sample2-4	Analyte	4.500	1.12	20881624.000		20881624.000	bd	5.4	20.4
15	15	20230717AY_Sample2-5	Analyte	4.500	1.10	20783652.000		20783652.000	bd	5.4	19.8
16	16	20230717AY_Sample2-6	Analyte	4.500	1.12	21023618.000		21023618.000	bd	5.5	21.2
17	17	20230717AY_Sample2-7	Analyte	4.500	1.10	19107206.000		19107206.000	MM	5.0	10.1
18	18	20230717AY_Sample2-8	Analyte	4.500	1.10	18926342.000		18926342.000	bd	4.9	9.1
19	19	20230717AY_Sample2-9	Analyte	4.500	1.11	18954986.000		18954986.000	MM	4.9	9.3
20	20	20230717AY_Sample2-10	Analyte	4.500	1.10	20690328.000		20690328.000	bd	5.4	19.3
21	21	20230717AY_Sample2-11	Analyte	4.500	1.12	21195718.000		21195718.000	bd	5.5	22.2
22	22	20230717AY_Sample2-12	Analyte	4.500	1.10	18806580.000		18806580.000	bb	4.9	8.4
23	23	20230717AY_Sample2-13	Analyte	4.500	1.12	12892709.000		12892709.000	MM	3.3	-25.7
24	24	20230717AY_Sample2-14	Analyte	4.500	1.10	12819315.000		12819315.000	MM	3.3	-26.1
25	25	20230717AY_Sample2-15	Analyte	4.500	1.10	12786354.000		12786354.000	MM	3.3	-26.3
26	26	20230717AY_Sample2-16	Analyte	4.500	1.10	20165284.000		20165284.000	bd	5.2	16.2
27	27	20230717AY_Sample2-17	Analyte	4.500	1.12	19729418.000		19729418.000	bd	5.1	13.7
28	28	20230717AY_Sample2-18	Analyte	4.500	1.10	20515436.000		20515436.000	bd	5.3	18.3
29	29	20230717AY_Sample2-19	Analyte	4.500	1.11	16582281.000		16582281.000	MM	4.3	-4.4
30	30	20230717AY_Sample2-20	Analyte	4.500	1.10	16387312.000		16387312.000	MM	4.3	-5.5
31	31	20230717AY_Sample2-21	Analyte	4.500	1.10	16073608.000		16073608.000	bb	4.2	-7.3
32	32	20230717AY_Sample2-22	Analyte	4.500	1.12	18651872.000		18651872.000	bb	4.8	7.5
33	33	20230717AY_Sample2-23	Analyte	4.500	1.12	22688682.000		22688682.000	bb	5.9	30.8
34	34	20230717AY_Sample2-24	Analyte	4.500	1.10	20916450.000		20916450.000	bd	5.4	20.6
35	35	20230717AY_Water7	Analyte	4.500	1.10	20577296.000		20577296.000	bd	5.3	18.6
36	36	20230717AY_Sample2-25	Analyte	4.500	1.11	19054326.000		19054326.000	MM	4.9	9.8
37	37	20230717AY_Sample2-26	Analyte	4.500	1.10	19820746.000		19820746.000	MM	5.1	14.3
38	38	20230717AY_Sample2-27	Analyte	4.500	1.11	17784990.000		17784990.000	MM	4.6	2.5
39	39	20230717AY_Sample2-28	Analyte	4.500	1.10	16978918.000		16978918.000	MM	4.4	-2.1
40	40	20230717AY_Sample2-29	Analyte	4.500	1.11	19661464.000		19661464.000	MM	5.1	13.3
41	41	20230717AY_Sample2-30	Analyte	4.500	1.09	18872972.000		18872972.000	bb	4.9	8.8
42	42	20230717AY_Sample2-31	Analyte	4.500	1.10	17960068.000		17960068.000	MM	4.7	3.5
43	43	20230717AY_Sample2-32	Analyte	4.500	1.07	17830532.000		17830532.000	bb	4.6	2.8
44	44	20230717AY_Sample2-33	Analyte	4.500	1.10	17723774.000		17723774.000	MM	4.6	2.2
45	45	20230717AY_Sample2-34	Analyte	4.500	1.10	18465014.000		18465014.000	bb	4.8	6.4
46	46	20230717AY_Sample2-35	Analyte	4.500	1.09	18169356.000		18169356.000	bb	4.7	4.7
47	47	20230717AY_Sample2-36	Analyte	4.500	1.08	18083520.000		18083520.000	MM	4.7	4.2
48	48	20230717AY_Sample2-37	Analyte	4.500	1.10	15988689.000		15988689.000	MM	4.1	-7.8
49	49	20230717AY_Sample2-38	Analyte	4.500	1.10	15629464.000		15629464.000	MM	4.1	-9.9
50	50	20230717AY_Sample2-39	Analyte	4.500	1.11	16599803.000		16599803.000	MM	4.3	-4.3
51	51	20230717AY_Sample2-40	Analyte	4.500	1.10	14274082.000		14274082.000	MM	3.7	-17.7
52	52	20230717AY_Sample2-41	Analyte	4.500	1.10	14328186.000		14328186.000	MM	3.7	-17.4
53	53	20230717AY_Sample2-42	Analyte	4.500	1.08	15432754.000		15432754.000	MM	4.0	-11.0
54	54	20230717AY_Sample2-43	Analyte	4.500	1.10	8891738.000		8891738.000	bb	2.3	-48.7
55	55	20230717AY_Sample2-44	Analyte	4.500	1.09	8614066.000		8614066.000	MM	2.2	-50.3
56	56	20230717AY_Sample2-45	Analyte	4.500	1.10	9434558.000		9434558.000	MM	2.4	-45.6
57	57	20230717AY_Sample2-46	Analyte	4.500	1.10	10852425.000		10852425.000	MM	2.8	-37.4
58	58	20230717AY_Sample2-47	Analyte	4.500	1.09	10062737.000		10062737.000	MM	2.6	-42.0
59	59	20230717AY_Sample2-48	Analyte	4.500	1.11	10074879.000		10074879.000	MM	2.6	-41.9
60	60	20230717AY_Water8	Analyte	4.500	1.10	19812552.000		19812552.000	bd	5.1	14.2
61	61	20230717AY_Sample2-49	Analyte	4.500	1.12	12433732.000		12433732.000	MM	3.2	-28.3
62	62	20230717AY_Sample2-50	Analyte	4.500	1.10	11155886.000		11155886.000	MM	2.9	-35.7
63	63	20230717AY_Sample2-51	Analyte	4.500	1.12	13393696.000		13393696.000	MM	3.5	-22.8
64	64	20230717AY_Sample2-52	Analyte	4.500	1.10	15045198.000		15045198.000	bb	3.9	-13.3
65	65	20230717AY_Sample2-53	Analyte	4.500	1.12	14851297.000		14851297.000	MM	3.9	-14.4
66	66	20230717AY_Sample2-54	Analyte	4.500	1.10	12821615.000		12821615.000	MM	3.3	-26.1
67	67	20230717AY_Sample2-55	Analyte	4.500	1.10	13800488.000		13800488.000	MM	3.6	-20.4
